frame	"t, s"	id	type	Px	Py	Pt	Sx	Sy	St	Tx	Ty	Tt	mode	ctrl.img.filename
3398	20.267	50	A	918.474	854.555	0	929.988	856.612	-22.8845	1520	600	0	Tracking	default
3399	20.281	50	A	918.474	854.555	0	913.574	856.639	-22.9371	1520	600	0	Tracking	default
3400	20.299	50	A	920.345	854.138	0	929.988	856.612	-22.9677	1520	600	0	Tracking	default
3401	20.315	50	A	950.376	836.302	0	946.426	839.933	-22.5285	1520	600	0	Tracking	default
3402	20.331	50	A	944.075	840.966	0	946.426	839.933	-22.7033	1520	600	0	Tracking	default
3403	20.349	50	A	948.423	838.542	0	946.426	839.933	-22.652	1520	600	0	Tracking	default
3404	20.367	50	A	944.058	840.428	0	946.426	839.933	-22.6579	1520	600	0	Tracking	default
3405	20.385	50	A	948.6	837.7	0	946.426	839.933	-22.5869	1520	600	0	Tracking	default
3406	20.403	50	A	969.958	831.344	0	979.277	823.228	-22.8121	1520	600	0	Tracking	default
3407	20.421	50	A	964.6	833.3	0	962.839	839.906	-22.786	1520	600	0	Tracking	default
3408	20.439	50	A	970.749	832.197	0	979.277	823.228	-22.9175	1520	600	0	Tracking	default
3409	20.457	50	A	968.696	833.126	0	979.253	839.879	-22.9227	1520	600	0	Tracking	default
3410	20.475	50	A	968.838	833.082	0	979.253	839.879	-22.9235	1520	600	0	Tracking	default
3411	20.493	50	A	972.673	831.924	0	979.277	823.228	-22.9648	1520	600	0	Tracking	default
3412	20.499	50	A	972.647	832.088	0	979.277	823.228	-22.9645	1520	600	0	Tracking	default
3413	20.516	50	A	1002.85	822.812	0	979.277	823.228	-22.9781	1520	600	0	Tracking	default
3414	20.532	50	A	1002.85	822.812	0	1012.1	823.173	-23.3104	1520	600	0	Tracking	default
3415	20.548	50	A	1000.51	824.049	0	995.691	823.201	-23.3317	1520	600	0	Tracking	default
3416	20.566	50	A	1002.81	822.538	0	1012.1	823.173	-23.2824	1520	600	0	Tracking	default
3417	20.584	50	A	1005.65	818.45	0	1012.1	823.173	-23.0104	1520	600	0	Tracking	default
3418	20.602	50	A	1002.8	819.9	0	1012.1	823.173	-23.0325	1520	600	0	Tracking	default
3419	20.62	50	A	1006.48	818.305	0	1012.1	823.173	-23.0302	1520	600	0	Tracking	default
3420	20.638	50	A	1033.24	801.588	0	1028.54	806.495	-22.493	1520	600	0	Tracking	default
3421	20.656	50	A	1031.5	802.5	0	1028.54	806.495	-22.5128	1520	600	0	Tracking	default
3422	20.674	50	A	1032.7	801.9	0	1028.54	806.495	-22.5034	1520	600	0	Tracking	default
3423	20.692	50	A	1032.3	802.1	0	1028.54	806.495	-22.5079	1520	600	0	Tracking	default
3424	20.71	50	A	1031.9	802.3	0	1028.54	806.495	-22.5123	1520	600	0	Tracking	default
3425	20.726	50	A	1053.14	794.663	0	1061.39	789.789	-22.6352	1520	600	0	Tracking	default
3426	20.741	50	A	1050.76	796.214	0	1061.39	789.789	-22.6937	1520	600	0	Tracking	default
3427	20.757	50	A	1054.13	795.038	0	1061.39	789.789	-22.7178	1520	600	0	Tracking	default
3428	20.775	50	A	1047.72	797.418	0	1044.98	789.817	-22.6858	1520	600	0	Tracking	default
3429	20.793	50	A	1054.5	796	0	1061.39	789.789	-22.8346	1520	600	0	Tracking	default
3430	20.799	50	A	1054.18	795.685	0	1061.39	789.789	-22.8345	1520	600	0	Tracking	default
3431	20.816	50	A	1053.93	795.483	0	1061.39	789.789	-22.7867	1520	600	0	Tracking	default
3432	20.832	50	A	1053.93	795.483	0	1061.39	789.789	-22.7543	1520	600	0	Tracking	default
3433	20.848	50	A	1054.55	795.469	0	1061.39	789.789	-22.7803	1520	600	0	Tracking	default
3434	20.866	50	A	1069.31	785.67	0	1077.81	789.762	-22.3876	1520	600	0	Tracking	default
3435	20.884	50	A	1086.58	765.023	0	1094.27	756.433	-20.8318	1520	600	0	Tracking	default
3436	20.902	50	A	1075.5	771.5	0	1077.83	773.111	-21.0882	1520	600	0	Tracking	default
3437	20.92	50	A	1075.12	773.923	0	1077.83	773.111	-21.3484	1520	600	0	Tracking	default
3438	20.938	50	A	1089.2	766.4	0	1094.25	773.084	-21.1174	1520	600	0	Tracking	default
3439	20.956	50	A	1090.6	766.2	0	1094.25	773.084	-21.1595	1520	600	0	Tracking	default
3440	20.974	50	A	1096.9	764.162	0	1094.27	756.433	-21.2061	1520	600	0	Tracking	default
3441	20.99	50	A	1096.56	763.783	0	1094.27	756.433	-21.1458	1520	600	0	Tracking	default
3442	21.005	50	A	1096.18	763.994	0	1094.27	756.433	-21.1534	1520	600	0	Tracking	default
3443	21.021	50	A	1105.81	755.462	0	1110.68	756.405	-20.5689	1520	600	0	Tracking	default
3444	21.039	50	A	1103.46	757.023	0	1110.68	756.405	-20.6515	1520	600	0	Tracking	default
3445	21.057	50	A	1110.8	754.6	0	1110.68	756.405	-20.6953	1520	600	0	Tracking	default
3446	21.075	50	A	1108.54	755.669	0	1110.68	756.405	-20.7226	1520	600	0	Tracking	default
3447	21.093	50	A	1111.7	754.9	0	1110.68	756.405	-20.7766	1520	600	0	Tracking	default
3448	21.099	50	A	1111.6	754.7	0	1110.68	756.405	-20.7763	1520	600	0	Tracking	default
3449	21.116	50	A	1111.7	754.9	0	1110.68	756.405	-20.7466	1520	600	0	Tracking	default
3450	21.132	50	A	1111.7	754.9	0	1110.68	756.405	-20.7758	1520	600	0	Tracking	default
3451	21.148	50	A	1110.71	754.968	0	1110.68	756.405	-20.7377	1520	600	0	Tracking	default
3452	21.166	50	A	1136.84	739.786	0	1143.53	739.7	-20.0377	1520	600	0	Tracking	default
3453	21.184	50	A	1137.03	739.882	0	1143.53	739.7	-20.0599	1520	600	0	Tracking	default
3454	21.202	50	A	1133.19	741.485	0	1143.53	739.7	-20.0882	1520	600	0	Tracking	default
3455	21.22	50	A	1133.4	742.8	0	1143.53	739.7	-20.2729	1520	600	0	Tracking	default
3456	21.238	50	A	1169.38	732.029	0	1176.39	722.994	-20.6391	1520	600	0	Tracking	default
3457	21.256	50	A	1165.7	732.9	0	1176.36	739.645	-20.5647	1520	600	0	Tracking	default
3458	21.274	50	A	1167.26	733.059	0	1176.36	739.645	-20.6702	1520	600	0	Tracking	default
3459	21.292	50	A	1166.06	733.218	0	1176.36	739.645	-20.6266	1520	600	0	Tracking	default
3460	21.31	50	A	1165.72	733.309	0	1176.36	739.645	-20.6202	1520	600	0	Tracking	default
3461	21.316	50	A	1168.75	730.531	0	1176.36	739.645	-20.6202	1520	600	0	Tracking	default
3462	21.332	50	A	1168.75	730.531	0	1176.39	722.994	-20.3841	1520	600	0	Tracking	default
3463	21.35	50	A	1168.75	730.531	0	1176.39	722.994	-20.3843	1520	600	0	Tracking	default
3464	21.364	50	A	1186.04	710.614	0	1192.82	706.316	-18.3068	1520	600	0	Tracking	default
3465	21.382	50	A	1185.37	711.351	0	1192.82	706.316	-18.3877	1520	600	0	Tracking	default
3466	21.4	50	A	1185.6	711.192	0	1192.82	706.316	-18.3816	1520	600	0	Tracking	default
3467	21.416	50	A	1194.93	715.606	0	1192.8	722.967	-19.5754	1520	600	0	Tracking	default
3468	21.432	50	A	1192.48	716.803	0	1192.8	722.967	-19.6385	1520	600	0	Tracking	default
3469	21.449	50	A	1215.82	711.031	0	1225.65	706.261	-20.0648	1520	600	0	Tracking	default
3470	21.467	50	A	1213.32	710.824	0	1209.24	706.288	-19.8744	1520	600	0	Tracking	default
3471	21.485	50	A	1216	708.5	0	1225.65	706.261	-19.6408	1520	600	0	Tracking	default
3472	21.503	50	A	1215.37	710.538	0	1225.65	706.261	-19.9444	1520	600	0	Tracking	default
3473	21.521	50	A	1215.59	710.049	0	1225.65	706.261	-19.8759	1520	600	0	Tracking	default
3474	21.539	50	A	1226.5	709	0	1225.65	706.261	-20.3791	1520	600	0	Tracking	default
3475	21.557	50	A	1226.5	709	0	1225.65	706.261	-20.3743	1520	600	0	Tracking	default
3476	21.575	50	A	1250.92	703.272	0	1258.48	706.207	-21.0063	1520	600	0	Tracking	default
3477	21.593	50	A	1250.95	703.27	0	1258.48	706.207	-21.0068	1520	600	0	Tracking	default
3478	21.611	50	A	1251.33	702.989	0	1258.48	706.207	-20.9775	1520	600	0	Tracking	default
3479	21.615	50	A	1254.1	705.994	0	1258.48	706.207	-20.9753	1520	600	0	Tracking	default
3480	21.633	50	A	1247.57	707.172	0	1258.48	706.207	-21.7413	1520	600	0	Tracking	default
3481	21.649	50	A	1247.57	707.172	0	1258.48	706.207	-21.4794	1520	600	0	Tracking	default
3482	21.665	50	A	1282.96	693.308	0	1291.33	689.501	-21.4896	1520	600	0	Tracking	default
3483	21.683	50	A	1276.31	696.76	0	1274.92	689.528	-21.6591	1520	600	0	Tracking	default
3484	21.701	50	A	1275.35	697.644	0	1274.92	689.528	-21.7599	1520	600	0	Tracking	default
3485	21.719	50	A	1276.48	697.315	0	1274.92	689.528	-21.785	1520	600	0	Tracking	default
3486	21.737	50	A	1293.91	692.932	0	1291.33	689.501	-22.3531	1520	600	0	Tracking	default
3487	21.755	50	A	1294.2	692.916	0	1291.33	689.501	-22.3747	1520	600	0	Tracking	default
3488	21.773	50	A	1302.6	689.7	0	1307.74	689.474	-22.4271	1520	600	0	Tracking	default
3489	21.791	50	A	1302.4	689.8	0	1307.74	689.474	-22.4284	1520	600	0	Tracking	default
3490	21.809	50	A	1307.98	686.825	0	1307.74	689.474	-22.2683	1520	600	0	Tracking	default
3491	21.827	50	A	1307.81	687.111	0	1307.74	689.474	-22.3187	1520	600	0	Tracking	default
3492	21.831	50	A	1307.92	687.408	0	1307.74	689.474	-22.3192	1520	600	0	Tracking	default
3493	21.849	50	A	1325.46	680.737	0	1307.74	689.474	-22.3997	1520	600	0	Tracking	default
3494	21.865	50	A	1325.46	680.737	0	1324.18	672.796	-22.5425	1520	600	0	Tracking	default
3495	21.881	50	A	1325.1	681.006	0	1324.18	672.796	-22.5726	1520	600	0	Tracking	default
3496	21.899	50	A	1325.61	680.896	0	1324.18	672.796	-22.5975	1520	600	0	Tracking	default
3497	21.917	50	A	1325.32	680.835	0	1324.18	672.796	-22.5501	1520	600	0	Tracking	default
3498	21.935	50	A	1324.8	681.078	0	1324.18	672.796	-22.5561	1520	600	0	Tracking	default
3499	21.953	50	A	1351.92	673.104	0	1357.01	672.741	-23.5213	1520	600	0	Tracking	default
3500	21.971	50	A	1351.8	672.929	0	1357.01	672.741	-23.4553	1520	600	0	Tracking	default
3501	21.989	50	A	1349.99	670.809	0	1357.01	672.741	-22.6078	1520	600	0	Tracking	default
3502	22.007	50	A	1350.6	672.7	0	1357.01	672.741	-23.228	1520	600	0	Tracking	default
3503	22.025	50	A	1350.28	669.148	0	1357.01	672.741	-22.1498	1520	600	0	Tracking	default
3504	22.043	50	A	1350.28	669.148	0	1357.01	672.741	-22.1514	1520	600	0	Tracking	default
3505	22.061	50	A	1352.63	670.947	0	1357.01	672.741	-22.9767	1520	600	0	Tracking	default
3506	22.065	50	A	1352.72	671.377	0	1357.01	672.741	-22.9793	1520	600	0	Tracking	default
3507	22.083	50	A	1378.25	653.75	0	1357.01	672.741	-23.1183	1520	600	0	Tracking	default
3508	22.099	50	A	1378.25	653.75	0	1373.45	656.063	-20.7271	1520	600	0	Tracking	default
3509	22.115	50	A	1373.49	656.664	0	1373.45	656.063	-21.1079	1520	600	0	Tracking	default
3510	22.133	50	A	1374.72	655.629	0	1373.45	656.063	-20.9266	1520	600	0	Tracking	default
3511	22.151	50	A	1374.46	654.711	0	1373.45	656.063	-20.5819	1520	600	0	Tracking	default
3512	22.169	50	A	1372.3	656.814	0	1373.45	656.063	-21.0418	1520	600	0	Tracking	default
3513	22.187	50	A	1394.16	651.747	0	1389.86	656.036	-22.3865	1520	600	0	Tracking	default
3514	22.205	50	A	1395.17	652.135	0	1389.86	656.036	-22.7086	1520	600	0	Tracking	default
3515	22.223	50	A	1395.14	652.166	0	1389.86	656.036	-22.7046	1520	600	0	Tracking	default
3516	22.241	50	A	1395	652.205	0	1389.86	656.036	-22.6818	1520	600	0	Tracking	default
3517	22.259	50	A	1394.96	652.07	0	1389.86	656.036	-22.6086	1520	600	0	Tracking	default
3518	22.277	50	A	1395.14	652.166	0	1389.86	656.036	-22.6737	1520	600	0	Tracking	default
3519	22.281	50	A	1407.73	646.142	0	1389.86	656.036	-22.6745	1520	600	0	Tracking	default
3520	22.299	50	A	1407.7	646.175	0	1406.3	639.357	-22.3339	1520	600	0	Tracking	default
3521	22.315	50	A	1407.7	646.175	0	1406.3	639.357	-22.3434	1520	600	0	Tracking	default
3522	22.331	50	A	1407.73	646.173	0	1406.3	639.357	-22.3506	1520	600	0	Tracking	default
3523	22.349	50	A	1407.71	646.186	0	1406.3	639.357	-22.3557	1520	600	0	Tracking	default
3524	22.367	50	A	1407.71	646.186	0	1406.3	639.357	-22.3585	1520	600	0	Tracking	default
3525	22.385	50	A	1424.04	640.318	0	1422.71	639.33	-22.802	1520	600	0	Tracking	default
3526	22.403	50	A	1424.04	640.318	0	1422.71	639.33	-22.8018	1520	600	0	Tracking	default
3527	22.421	50	A	1424.04	640.318	0	1422.71	639.33	-22.7973	1520	600	0	Tracking	default
3528	22.439	50	A	1424.04	640.318	0	1422.71	639.33	-22.7929	1520	600	0	Tracking	default
3529	22.457	50	A	1424.04	640.318	0	1422.71	639.33	-22.7886	1520	600	0	Tracking	default
3530	22.475	50	A	1441.13	635.922	0	1439.12	639.302	-24.5476	1520	600	0	Tracking	default
3531	22.493	50	A	1441.15	635.95	0	1439.12	639.302	-24.5712	1520	600	0	Tracking	default
3532	22.511	50	A	1441.2	636.1	0	1439.12	639.302	-24.658	1520	600	0	Tracking	default
3533	22.527	50	A	1446.48	634.632	0	1455.54	639.275	-25.2705	1520	600	0	Tracking	default
3534	22.543	50	A	1445.55	635.15	0	1455.54	639.275	-25.2992	1520	600	0	Tracking	default
3535	22.561	50	A	1457	632	0	1455.56	622.624	-27.0206	1520	600	0	Tracking	default
3536	22.565	50	A	1456.98	631.93	0	1455.56	622.624	-27.0098	1520	600	0	Tracking	default
3537	22.583	50	A	1456.98	631.93	0	1455.56	622.624	-26.9136	1520	600	0	Tracking	default
3538	22.599	50	A	1456.92	631.736	0	1455.56	622.624	-26.7209	1520	600	0	Tracking	default
3539	22.615	50	A	1456.99	631.965	0	1455.56	622.624	-26.8947	1520	600	0	Tracking	default
3540	22.633	50	A	1473.42	622.826	0	1471.98	622.597	-26.0595	1520	600	0	Tracking	default
3541	22.651	50	A	1473.2	624.307	0	1471.98	622.597	118.484	1000	1500	0	Tracking	default
3542	22.669	50	A	1472	625	0	1471.98	622.597	118.442	1000	1500	0	Tracking	default
3543	22.687	50	A	1473.14	623.02	0	1471.98	622.597	118.413	1000	1500	0	Tracking	default
3544	22.705	50	A	1490	614	0	1488.39	622.569	118.978	1000	1500	0	Tracking	default
3545	22.723	50	A	1490	614	0	1488.39	622.569	118.946	1000	1500	0	Tracking	default
3546	22.741	50	A	1490.27	617.984	0	1488.39	622.569	119.069	1000	1500	0	Tracking	default
3547	22.759	50	A	1490.27	617.984	0	1488.39	622.569	119.068	1000	1500	0	Tracking	default
3548	22.777	50	A	1490.3	617.987	0	1488.39	622.569	119.069	1000	1500	0	Tracking	default
3549	22.781	50	A	1482.08	624.713	0	1488.39	622.569	119.069	1000	1500	0	Tracking	default
3550	22.799	50	A	1482.08	624.713	0	1488.39	622.569	118.844	1000	1500	0	Tracking	default
3551	22.815	50	A	1482.06	624.758	0	1488.39	622.569	118.844	1000	1500	0	Tracking	default
3552	22.831	50	A	1470.08	652.885	0	1471.93	655.899	119.027	1000	1500	0	Tracking	default
3553	22.849	50	A	1471.15	651.269	0	1471.93	655.899	119.036	1000	1500	0	Tracking	default
3554	22.867	50	A	1471.16	651.355	0	1471.93	655.899	119.039	1000	1500	0	Tracking	default
3555	22.885	50	A	1468.39	655.209	0	1471.93	655.899	119.006	1000	1500	0	Tracking	default
3556	22.903	50	A	1444.15	693.881	0	1439.05	689.255	118.853	1000	1500	0	Tracking	default
3557	22.921	50	A	1450.39	681.913	0	1455.46	689.228	118.834	1000	1500	0	Tracking	default
3558	22.939	50	A	1449.06	686.302	0	1455.46	689.228	118.893	1000	1500	0	Tracking	default
3559	22.957	50	A	1449.03	685.713	0	1455.46	689.228	118.874	1000	1500	0	Tracking	default
3560	22.975	50	A	1448.05	690.35	0	1439.05	689.255	118.96	1000	1500	0	Tracking	default
3561	22.993	50	A	1448.35	690.514	0	1439.05	689.255	118.981	1000	1500	0	Tracking	default
3562	23.011	50	A	1448.39	690.379	0	1439.05	689.255	118.979	1000	1500	0	Tracking	default
3563	23.015	50	A	1448.39	690.379	0	1439.05	689.255	118.979	1000	1500	0	Tracking	default
3564	23.033	50	A	1436.5	719.5	0	1439	722.557	119.217	1000	1500	0	Tracking	default
3565	23.049	50	A	1436.67	717.738	0	1439	722.557	119.171	1000	1500	0	Tracking	default
3566	23.065	50	A	1434.25	722.75	0	1439	722.557	119.193	1000	1500	0	Tracking	default
3567	23.083	50	A	1434.86	722.889	0	1439	722.557	119.231	1000	1500	0	Tracking	default
3568	23.101	50	A	1434	722.5	0	1439	722.557	119.17	1000	1500	0	Tracking	default
3569	23.119	50	A	1422.22	746.785	0	1422.54	755.887	119.274	1000	1500	0	Tracking	default
3570	23.137	50	A	1421.05	750.021	0	1422.54	755.887	119.311	1000	1500	0	Tracking	default
3571	23.155	50	A	1420.97	750.18	0	1422.54	755.887	119.311	1000	1500	0	Tracking	default
3572	23.173	50	A	1420.09	752.353	0	1422.54	755.887	119.331	1000	1500	0	Tracking	default
3573	23.191	50	A	1420.02	751.945	0	1422.54	755.887	119.314	1000	1500	0	Tracking	default
3574	23.209	50	A	1420.17	751.877	0	1422.54	755.887	119.32	1000	1500	0	Tracking	default
3575	23.227	50	A	1420.06	751.836	0	1422.54	755.887	119.312	1000	1500	0	Tracking	default
3576	23.231	50	A	1420.06	751.836	0	1422.54	755.887	119.312	1000	1500	0	Tracking	default
3577	23.249	50	A	1419.96	752.11	0	1422.54	755.887	119.314	1000	1500	0	Tracking	default
3578	23.265	50	A	1419.96	752.11	0	1422.54	755.887	119.315	1000	1500	0	Tracking	default
3579	23.281	50	A	1419.8	751.6	0	1422.54	755.887	119.289	1000	1500	0	Tracking	default
3580	23.299	50	A	1404.69	771.776	0	1406.1	772.565	119.061	1000	1500	0	Tracking	default
3581	23.317	50	A	1396.33	785.23	0	1389.66	789.244	119.007	1000	1500	0	Tracking	default
3582	23.335	50	A	1397.5	782.5	0	1389.66	789.244	118.986	1000	1500	0	Tracking	default
3583	23.353	50	A	1397.29	782.71	0	1389.66	789.244	118.98	1000	1500	0	Tracking	default
3584	23.371	50	A	1392.09	792.034	0	1389.66	789.244	118.978	1000	1500	0	Tracking	default
3585	23.387	50	A	1393.09	792.038	0	1389.66	789.244	119.041	1000	1500	0	Tracking	default
3586	23.403	50	A	1389.04	797.015	0	1389.64	805.895	118.961	1000	1500	0	Tracking	default
3587	23.421	50	A	1388.99	797.04	0	1389.64	805.895	118.958	1000	1500	0	Tracking	default
3588	23.439	50	A	1377.3	816.647	0	1373.2	822.573	118.904	1000	1500	0	Tracking	default
3589	23.457	50	A	1377.12	816.627	0	1373.2	822.573	118.892	1000	1500	0	Tracking	default
3590	23.475	50	A	1352.9	826.2	0	1356.79	822.6	117.638	1000	1500	0	Tracking	default
3591	23.493	50	A	1353.73	825.154	0	1356.79	822.6	117.657	1000	1500	0	Tracking	default
3592	23.499	50	A	1356.25	819.25	0	1356.79	822.6	117.659	1000	1500	0	Tracking	default
3593	23.516	50	A	1342.44	854.703	0	1356.79	822.6	117.622	1000	1500	0	Tracking	default
3594	23.532	50	A	1342.44	854.703	0	1340.33	855.93	117.955	1000	1500	0	Tracking	default
3595	23.548	50	A	1346.19	844.733	0	1340.35	839.278	117.849	1000	1500	0	Tracking	default
3596	23.566	50	A	1338.38	853.932	0	1340.33	855.93	117.643	1000	1500	0	Tracking	default
3597	23.584	50	A	1338.5	854	0	1340.33	855.93	117.654	1000	1500	0	Tracking	default
3598	23.602	50	A	1339	848	0	1340.33	855.93	117.47	1000	1500	0	Tracking	default
3599	23.62	50	A	1325.3	861.018	0	1323.91	855.957	116.977	1000	1500	0	Tracking	default
3600	23.638	50	A	1315.89	887.332	0	1307.45	889.286	117.274	1000	1500	0	Tracking	default
3601	23.656	50	A	1317.2	882.4	0	1323.86	889.259	117.184	1000	1500	0	Tracking	default
3602	23.674	50	A	1316.95	883.65	0	1307.45	889.286	117.214	1000	1500	0	Tracking	default
3603	23.692	50	A	1317.05	883.521	0	1323.86	889.259	117.217	1000	1500	0	Tracking	default
3604	23.71	50	A	1316.29	884.483	0	1307.45	889.286	117.197	1000	1500	0	Tracking	default
3605	23.714	50	A	1316.34	884.362	0	1307.45	889.286	117.197	1000	1500	0	Tracking	default
3606	23.732	50	A	1316.53	884.44	0	1307.45	889.286	117.196	1000	1500	0	Tracking	default
3607	23.75	50	A	1316.9	885.3	0	1307.45	889.286	117.213	1000	1500	0	Tracking	default
3608	23.764	50	A	1316.9	885.3	0	1307.45	889.286	117.273	1000	1500	0	Tracking	default
3609	23.782	50	A	1316.99	885.138	0	1307.45	889.286	117.272	1000	1500	0	Tracking	default
3610	23.8	50	A	1317.23	885.966	0	1307.45	889.286	117.274	1000	1500	0	Tracking	default
3611	23.814	50	A	1317.23	885.966	0	1323.86	889.259	117.323	1000	1500	0	Tracking	default
3612	23.832	50	A	1317.56	885.892	0	1323.86	889.259	117.344	1000	1500	0	Tracking	default
3613	23.85	50	A	1311.36	897.774	0	1307.43	905.937	117.34	1000	1500	0	Tracking	default
3614	23.868	50	A	1311.31	897.83	0	1307.43	905.937	117.338	1000	1500	0	Tracking	default
3615	23.886	50	A	1299.02	913.207	0	1290.99	922.615	117.001	1000	1500	0	Tracking	default
3616	23.904	50	A	1298.76	915.473	0	1290.99	922.615	117.071	1000	1500	0	Tracking	default
3617	23.922	50	A	1298.75	915.842	0	1290.99	922.615	117.085	1000	1500	0	Tracking	default
3618	23.94	50	A	1290.5	922	0	1290.99	922.615	116.682	1000	1500	0	Tracking	default
3619	23.958	50	A	1290.5	922	0	1290.99	922.615	116.682	1000	1500	0	Tracking	default
3620	23.976	50	A	1274.55	953.359	0	1274.53	955.945	116.667	1000	1500	0	Tracking	default
3621	23.994	50	A	1276.56	948.802	0	1274.53	955.945	116.644	1000	1500	0	Tracking	default
3622	23.998	50	A	1279.6	943.3	0	1274.53	955.945	116.644	1000	1500	0	Tracking	default
3623	24.016	50	A	1279.6	943.3	0	1274.55	939.294	116.668	1000	1500	0	Tracking	default
3624	24.032	50	A	1278.67	944.093	0	1274.53	955.945	116.752	1000	1500	0	Tracking	default
3625	24.048	50	A	1277.1	946.8	0	1274.55	939.294	116.624	1000	1500	0	Tracking	default
3626	24.066	50	A	1259.25	982.25	0	1274.53	955.945	116.606	1000	1500	0	Tracking	default
3627	24.082	50	A	1259.25	982.25	0	1258.06	989.274	116.598	1000	1500	0	Tracking	default
3628	24.098	50	A	1267.67	972.416	0	1274.5	972.596	116.902	1000	1500	0	Tracking	default
3629	24.116	50	A	1266.51	974.562	0	1258.09	972.623	116.896	1000	1500	0	Tracking	default
3630	24.134	50	A	1267.88	972.027	0	1274.5	972.596	116.903	1000	1500	0	Tracking	default
3631	24.152	50	A	1266.51	974.562	0	1258.09	972.623	116.895	1000	1500	0	Tracking	default
3632	24.17	50	A	1256.4	997.8	0	1258.04	1005.93	117.048	1000	1500	0	Tracking	default
3633	24.188	50	A	1256.45	997.65	0	1258.04	1005.93	117.045	1000	1500	0	Tracking	default
3634	24.206	50	A	1253.35	1004.45	0	1258.04	1005.93	117.079	1000	1500	0	Tracking	default
3635	24.224	50	A	1253.19	1002.55	0	1258.04	1005.93	116.974	1000	1500	0	Tracking	default
3636	24.242	50	A	1238.86	1035.61	0	1241.58	1039.25	117.22	1000	1500	0	Tracking	default
3637	24.26	50	A	1239.98	1027.15	0	1241.6	1022.6	116.908	1000	1500	0	Tracking	default
3638	24.264	50	A	1239.8	1027.1	0	1241.6	1022.6	116.907	1000	1500	0	Tracking	default
3639	24.282	50	A	1239.72	1029.17	0	1241.6	1022.6	116.888	1000	1500	0	Tracking	default
3640	24.3	50	A	1239.7	1027.6	0	1241.58	1039.25	116.983	1000	1500	0	Tracking	default
3641	24.314	50	A	1239.7	1027.6	0	1241.6	1022.6	116.904	1000	1500	0	Tracking	default
3642	24.332	50	A	1222.35	1068.45	0	1225.11	1072.58	117.252	1000	1500	0	Tracking	default
3643	24.348	50	A	1222.35	1068.45	0	1225.11	1072.58	117.261	1000	1500	0	Tracking	default
3644	24.364	50	A	1234.49	1051.09	0	1225.14	1055.93	117.584	1000	1500	0	Tracking	default
3645	24.382	50	A	1224.81	1068.25	0	1225.11	1072.58	117.508	1000	1500	0	Tracking	default
3646	24.4	50	A	1234.03	1054.4	0	1225.14	1055.93	117.71	1000	1500	0	Tracking	default
3647	24.418	50	A	1233.12	1055.66	0	1225.14	1055.93	117.685	1000	1500	0	Tracking	default
3648	24.436	50	A	1216.4	1084.7	0	1208.68	1089.26	117.522	1000	1500	0	Tracking	default
3649	24.455	50	A	1216.3	1084.9	0	1208.68	1089.26	117.522	1000	1500	0	Tracking	default
3650	24.472	50	A	1214.84	1086.3	0	1208.68	1089.26	117.443	1000	1500	0	Tracking	default
3651	24.49	50	A	1216.55	1082.89	0	1208.68	1089.26	117.436	1000	1500	0	Tracking	default
3652	24.508	50	A	1214.7	1088.1	0	1208.68	1089.26	117.531	1000	1500	0	Tracking	default
3653	24.526	50	A	1215.1	1086.8	0	1208.68	1089.26	117.5	1000	1500	0	Tracking	default
3654	24.544	50	A	1196.8	1118.66	0	1192.21	1122.59	117.296	1000	1500	0	Tracking	default
3655	24.548	50	A	1196.97	1118.29	0	1192.21	1122.59	117.296	1000	1500	0	Tracking	default
3656	24.566	50	A	1199.6	1117.73	0	1192.21	1122.59	117.293	1000	1500	0	Tracking	default
3657	24.582	50	A	1199.6	1117.73	0	1192.21	1122.59	117.573	1000	1500	0	Tracking	default
3658	24.598	50	A	1199.22	1119	0	1192.21	1122.59	117.607	1000	1500	0	Tracking	default
3659	24.616	50	A	1201.98	1116.55	0	1208.63	1122.56	117.781	1000	1500	0	Tracking	default
3660	24.634	50	A	1201.98	1116.55	0	1208.63	1122.56	117.78	1000	1500	0	Tracking	default
3661	24.651	50	A	1199.4	1120.2	0	1192.21	1122.59	117.7	1000	1500	0	Tracking	default
3662	24.667	50	A	1199.2	1120.1	0	1192.21	1122.59	117.67	1000	1500	0	Tracking	default
3663	24.685	50	A	1180.76	1152.87	0	1175.75	1155.92	117.505	1000	1500	0	Tracking	default
3664	24.701	50	A	1183.34	1147.66	0	1175.75	1155.92	117.488	1000	1500	0	Tracking	default
3665	24.717	50	A	1183.34	1147.87	0	1175.75	1155.92	117.504	1000	1500	0	Tracking	default
3666	24.735	50	A	1183.4	1147.72	0	1175.75	1155.92	117.502	1000	1500	0	Tracking	default
3667	24.753	50	A	1183.15	1149.29	0	1175.75	1155.92	117.576	1000	1500	0	Tracking	default
3668	24.771	50	A	1181.55	1149.35	0	1175.75	1155.92	117.372	1000	1500	0	Tracking	default
3669	24.789	50	A	1181.45	1149.14	0	1175.75	1155.92	117.346	1000	1500	0	Tracking	default
3670	24.807	50	A	1179.8	1152.81	0	1175.75	1155.92	117.378	1000	1500	0	Tracking	default
3671	24.825	50	A	1179.88	1153.05	0	1175.75	1155.92	117.404	1000	1500	0	Tracking	default
3672	24.843	50	A	1162.35	1181.5	0	1159.29	1189.25	117.006	1000	1500	0	Tracking	default
3673	24.861	50	A	1163.36	1180.36	0	1159.29	1189.25	117.068	1000	1500	0	Tracking	default
