,0,1,2
0,-18.64210319519043,3.0,1.7270405292510986
1,-9.185994148254395,3.0,2.3494772911071777
2,-1.8074793815612793,3.0,2.864482879638672
3,-1.7500455379486084,3.0,2.3408498764038086
4,-1.6076598167419434,3.0,1.913213849067688
5,-1.6479121446609497,3.0,2.1279940605163574
6,-1.7540411949157715,3.0,2.4806275367736816
7,-1.9054937362670898,3.0,0.9452177882194519
8,-1.898496389389038,3.0,0.07746176421642303
9,-1.9399852752685547,3.0,0.729680061340332
10,-1.9643328189849854,3.0,0.7378924489021301
11,-1.863348364830017,3.0,0.9150003790855408
12,-1.834825873374939,3.0,0.9079923629760742
13,-1.9857420921325684,3.0,0.7108117341995239
14,-1.936279535293579,3.0,0.6886784434318542
15,-1.6260793209075928,3.0,0.7690032720565796
16,-1.5190870761871338,3.0,0.6308847069740295
17,-1.4378812313079834,3.0,0.7418521642684937
18,-1.398732304573059,3.0,0.830805778503418
19,-1.3880294561386108,3.0,0.8320659399032593
20,-1.3423413038253784,3.0,0.8958463668823242
21,-1.2718478441238403,3.0,0.9074275493621826
22,-1.2366487979888916,3.0,0.8941571712493896
23,-1.1935025453567505,3.0,0.9430750012397766
24,-1.1354857683181763,3.0,0.9628361463546753
25,-1.1150200366973877,3.0,0.9698853492736816
26,-1.0906472206115723,3.0,0.987083911895752
27,-1.0594555139541626,3.0,0.9865708351135254
28,-1.0361498594284058,3.0,0.9728332757949829
29,-1.0027272701263428,3.0,0.9854384660720825
30,-0.9694973230361938,3.0,0.9879651069641113
31,-0.9474347829818726,3.0,0.9861981868743896
32,-0.9201550483703613,3.0,0.9950340986251831
33,-0.8909475803375244,3.0,0.9949144124984741
34,-0.8638986349105835,3.0,0.9893471002578735
35,-0.8313134908676147,3.0,0.991349458694458
36,-0.7977856397628784,3.0,0.9912731647491455
37,-0.7677640914916992,3.0,0.9873735904693604
38,-0.7358280420303345,3.0,0.989953875541687
39,-0.7031518220901489,3.0,0.9896596670150757
40,-0.6715734004974365,3.0,0.987606942653656
41,-0.6381528377532959,3.0,0.9923168420791626
42,-0.6034554839134216,3.0,0.9969170093536377
43,-0.5695246458053589,3.0,0.994598925113678
44,-0.5350131988525391,3.0,0.9983223676681519
45,-0.5002471208572388,3.0,1.0045785903930664
46,-0.4654427468776703,3.0,1.0094375610351562
47,-0.42981576919555664,3.0,1.0180679559707642
48,-0.393734872341156,3.0,1.0265214443206787
49,-0.3581833243370056,3.0,1.030937671661377
50,-0.3218091130256653,3.0,1.037093162536621
51,-0.2842782139778137,3.0,1.0544941425323486
52,-0.24595309793949127,3.0,1.0838203430175781
53,-0.20553915202617645,3.0,1.111289143562317
54,-0.16374053061008453,3.0,1.1337766647338867
55,-0.12206797301769257,3.0,1.151574730873108
56,-0.07900135219097137,3.0,1.165475845336914
57,-0.03478598594665527,3.0,1.1760168075561523
58,0.00952235609292984,3.0,1.1871976852416992
59,0.052146948873996735,3.0,1.201134204864502
60,0.09392319619655609,3.0,1.2128130197525024
61,0.13614366948604584,3.0,1.218631386756897
62,0.178138867020607,3.0,1.1943308115005493
63,0.21761366724967957,3.0,1.1906899213790894
64,0.257148414850235,3.0,1.2000962495803833
65,0.29618212580680847,3.0,1.210248589515686
66,0.33341488242149353,3.0,1.2107290029525757
67,0.368910551071167,3.0,1.216982364654541
68,0.40534892678260803,3.0,1.2148388624191284
69,0.4479238986968994,3.0,1.2130738496780396
70,0.49078601598739624,3.0,1.2147283554077148
71,0.5353096723556519,3.0,1.2264976501464844
72,0.5799229145050049,3.0,1.2363567352294922
73,0.6253643035888672,3.0,1.2423707246780396
74,0.6712131500244141,3.0,1.2470383644104004
75,0.7172043323516846,3.0,1.2521259784698486
76,0.7631509304046631,3.0,1.257169246673584
77,0.8092637062072754,3.0,1.2642173767089844
78,0.8560429215431213,3.0,1.273871660232544
79,0.89811110496521,3.0,1.2830467224121094
80,0.93700110912323,3.0,1.2902824878692627
81,0.9761166572570801,3.0,1.2972640991210938
82,1.0162273645401,3.0,1.3054039478302002
83,1.0575129985809326,3.0,1.314420461654663
84,1.0993139743804932,3.0,1.3244585990905762
85,1.141615867614746,3.0,1.3356244564056396
86,1.1867583990097046,3.0,1.3471145629882812
87,1.236796259880066,3.0,1.3588025569915771
88,1.2881879806518555,3.0,1.3719831705093384
89,1.3414156436920166,3.0,1.3870710134506226
90,1.396501064300537,3.0,1.4035738706588745
91,1.453688144683838,3.0,1.4214839935302734
92,1.512877345085144,3.0,1.4411824941635132
93,1.5744725465774536,3.0,1.4625787734985352
94,1.6387996673583984,3.0,1.485783338546753
95,1.7059475183486938,3.0,1.5117852687835693
96,1.7763721942901611,3.0,1.53879714012146
97,1.8500980138778687,3.0,1.5677087306976318
98,1.9274394512176514,3.0,1.6090331077575684
99,2.0107581615448,3.0,1.6442945003509521
100,2.098621368408203,3.0,1.7051067352294922
101,2.198871374130249,3.0,1.7852903604507446
102,2.3139231204986572,3.0,1.8769752979278564
103,2.4454216957092285,3.0,1.9734647274017334
104,2.5947189331054688,3.0,2.0827059745788574
105,2.766716718673706,3.0,2.1961922645568848
106,2.9648685455322266,3.0,2.3121275901794434
107,3.178715229034424,3.0,2.43762469291687
108,3.410259962081909,3.0,2.547739267349243
109,3.6527979373931885,3.0,2.6416468620300293
110,3.9015536308288574,3.0,2.7066102027893066
111,4.132724285125732,3.0,2.760578155517578
112,4.359058856964111,3.0,2.7662456035614014
113,4.568183422088623,3.0,2.6999125480651855
114,4.741279125213623,3.0,2.5277538299560547
115,4.820539474487305,3.0,2.3620004653930664
116,4.835711479187012,3.0,2.2289109230041504
117,4.8017497062683105,3.0,2.094508647918701
118,4.741767406463623,3.0,1.9257482290267944
119,4.561152935028076,3.0,1.8296464681625366
120,4.280434608459473,3.0,1.7291992902755737
121,3.9887301921844482,3.0,1.6898685693740845
122,3.572108745574951,3.0,2.0227456092834473
123,3.5399107933044434,3.0,3.1388726234436035
124,4.413736343383789,3.0,3.6898272037506104
125,5.169095993041992,3.0,3.698047161102295
126,5.9703145027160645,3.0,2.9169766902923584
127,5.896556377410889,3.0,2.5689854621887207
128,5.986893653869629,3.0,2.3156161308288574
129,6.294557571411133,3.0,2.22277569770813
130,6.202313423156738,3.0,2.22102427482605
131,5.8601789474487305,3.0,2.197904348373413
132,5.321166515350342,3.0,1.7481842041015625
133,4.440035820007324,3.0,1.583069920539856
134,4.0175676345825195,3.0,2.797757387161255
135,4.734896659851074,3.0,3.140995740890503
136,5.711198806762695,3.0,2.8285293579101562
137,6.071926593780518,3.0,3.0221433639526367
138,5.424598217010498,3.0,2.956422805786133
139,5.559719085693359,3.0,2.2362539768218994
140,6.790237903594971,3.0,2.7085201740264893
141,6.902101993560791,3.0,2.960294008255005
142,7.095340251922607,3.0,2.9893205165863037
143,7.37554931640625,3.0,2.97440242767334
144,7.40010404586792,3.0,3.0168044567108154
145,6.949728488922119,3.0,3.1176986694335938
146,7.891292095184326,3.0,2.733400821685791
147,8.016117095947266,3.0,2.444068193435669
148,7.774994373321533,3.0,2.6863625049591064
149,7.203743934631348,3.0,1.7228741645812988
150,6.635653495788574,3.0,0.9137195348739624
151,5.346837997436523,3.0,1.252376914024353
152,4.362333297729492,3.0,2.367224931716919
153,4.5904340744018555,3.0,1.775068759918213
154,11.209657669067383,3.0,4.8293046951293945
155,8.968210220336914,3.0,3.6596765518188477
156,7.894763946533203,3.0,1.856197714805603
157,9.695980072021484,3.0,0.9185585975646973
158,5.8743181228637695,3.0,1.4725794792175293
159,3.701951503753662,3.0,0.9966403841972351
160,4.729435920715332,3.0,0.6651825308799744
161,3.1576123237609863,3.0,1.071340799331665
162,1.2437138557434082,3.0,1.191072702407837
163,4.187814235687256,3.0,0.9640169143676758
164,5.923795223236084,3.0,0.29834169149398804
165,2.603302001953125,3.0,-0.038362979888916016
166,6.59881067276001,3.0,1.040740966796875
167,4.8456926345825195,3.0,0.6408434510231018
168,4.585907936096191,3.0,0.29792314767837524
169,6.056668281555176,3.0,0.48300668597221375
170,2.64280366897583,3.0,0.2573585510253906
171,1.4921042919158936,3.0,0.14048191905021667
172,2.122652530670166,3.0,0.49286678433418274
173,4.509206771850586,3.0,1.4485576152801514
174,2.794650077819824,3.0,1.1552294492721558
175,2.783033847808838,3.0,1.0269930362701416
176,1.2791318893432617,3.0,1.1990602016448975
177,3.125149726867676,3.0,1.9834553003311157
178,3.1020612716674805,3.0,2.2663166522979736
179,3.2901248931884766,3.0,2.5630998611450195
180,4.999083995819092,3.0,2.9359259605407715
181,5.868625164031982,3.0,2.8903250694274902
182,6.928108215332031,3.0,2.3998231887817383
183,7.508977890014648,3.0,2.140566825866699
184,7.8011956214904785,3.0,2.166226863861084
185,8.025922775268555,3.0,2.309450387954712
186,8.214763641357422,3.0,2.4800913333892822
187,7.535117149353027,3.0,2.857673168182373
188,7.342479228973389,3.0,3.0810904502868652
189,8.019735336303711,3.0,2.946028470993042
190,8.429741859436035,3.0,2.5948503017425537
191,8.29482650756836,3.0,2.3924479484558105
192,9.849681854248047,3.0,2.361476182937622
193,9.243782997131348,3.0,1.5872280597686768
194,10.442607879638672,3.0,0.7047425508499146
195,9.278120040893555,3.0,1.0459580421447754
196,8.804603576660156,3.0,1.448892593383789
197,9.148557662963867,3.0,0.6674584150314331
198,6.452791213989258,3.0,-0.3290061950683594
199,8.795807838439941,3.0,0.6175849437713623
200,4.967129230499268,3.0,-0.03733724355697632
201,21.575681686401367,30.0,4.984995365142822
202,14.593864440917969,30.0,-1.0935972929000854
203,8.707474708557129,30.0,3.582855701446533
204,26.962505340576172,30.0,10.90964126586914
205,5.967023849487305,30.0,15.253806114196777
206,13.838863372802734,30.0,10.824423789978027
207,15.652009963989258,30.0,16.901065826416016
208,30.544490814208984,30.0,21.35020637512207
209,43.619178771972656,30.0,20.84217071533203
210,52.340702056884766,30.0,14.430400848388672
211,56.27902603149414,30.0,9.290897369384766
212,55.29972457885742,30.0,6.915719032287598
213,53.01490783691406,30.0,4.436227321624756
214,45.30156326293945,30.0,2.6763415336608887
