,0,1,2,3,4
0,-0.0015404224395751953,1.9863718748092651,100.0,0.0,9.918378829956055
1,0.19741535186767578,1.6015064716339111,100.0,0.0,9.982963562011719
2,0.3573276996612549,1.2824050188064575,100.0,0.0,9.98365592956543
3,0.4853074550628662,1.0269981622695923,100.0,0.0,9.984066009521484
4,0.587730884552002,0.8225904703140259,100.0,0.0,9.984382629394531
5,0.6697018146514893,0.6590006351470947,100.0,0.0,9.984636306762695
6,0.735304594039917,0.5280765295028687,100.0,0.0,9.984834671020508
7,0.7878067493438721,0.42329633235931396,100.0,0.0,9.984991073608398
8,0.829824686050415,0.33943915367126465,100.0,0.0,9.985115051269531
9,0.8634519577026367,0.27232825756073,100.0,0.0,9.985214233398438
10,0.8903646469116211,0.21861839294433594,100.0,0.0,9.985292434692383
11,0.911902904510498,0.17563354969024658,100.0,0.0,9.985355377197266
12,0.9291398525238037,0.14123201370239258,100.0,0.0,9.985404968261719
13,0.9429349899291992,0.11370110511779785,100.0,0.0,9.985445022583008
14,0.9539756774902344,0.0916675329208374,100.0,0.0,9.985477447509766
15,0.9628109931945801,0.07403421401977539,100.0,0.0,9.985502243041992
16,0.969881534576416,0.059922099113464355,100.0,0.0,9.98552131652832
17,0.9755415916442871,0.04862701892852783,100.0,0.0,9.985538482666016
18,0.9800701141357422,0.03958892822265625,100.0,0.0,9.985549926757812
19,0.9836947917938232,0.03235483169555664,100.0,0.0,9.985563278198242
20,0.986595869064331,0.02656543254852295,100.0,0.0,9.98556900024414
21,0.988917350769043,0.021932482719421387,100.0,0.0,9.985576629638672
22,0.9907753467559814,0.018224239349365234,100.0,0.0,9.98558235168457
23,0.9922621250152588,0.015256524085998535,100.0,0.0,9.985586166381836
24,0.9934520721435547,0.012881636619567871,100.0,0.0,9.985588073730469
25,0.9944045543670654,0.010980963706970215,100.0,0.0,9.985591888427734
26,0.995166540145874,0.009459972381591797,100.0,0.0,9.985593795776367
27,0.9957771301269531,0.008242011070251465,100.0,0.0,9.985595703125
28,0.9962646961212158,0.007268548011779785,100.0,0.0,9.985597610473633
29,0.9966552257537842,0.0064879655838012695,100.0,0.0,9.985597610473633
